pathway	Colon_A1	Colon_A2	Colon_A3	Colon_A4	Colon_A5	Colon_A6	Colon_B1	Colon_B2	Colon_B3	Colon_B4	Colon_B5	Colon_B6	Colon_C1	Colon_C2	Colon_C3	Colon_C4	Colon_C5	Colon_C6	Colon_D1	Colon_D2	Colon_D3	Colon_D4	Colon_D5	Colon_D6	SI_A1	SI_A2	SI_A3	SI_A4	SI_A5	SI_A6	SI_B1	SI_B2	SI_B3	SI_B4	SI_B5	SI_B6	SI_C1	SI_C2	SI_C3	SI_C4	SI_C5	SI_C6	SI_D1	SI_D2	SI_D3	SI_D4	SI_D5	SI_D6
P4-PWY	2535.0498	2458.3354	5987.3249	2451.6253	6991.1369	2724.7575	5087.456	3739.9029	5283.5064	3230.7842	3182.2387	3102.4475	5009.1656	2632.0763	5194.5045	3978.6727	4112.4502	2628.0843	5975.7587	4061.0948	4477.4632	2969.5362	4889.5285	3040.6146	3049.8463	1614.1589	6622.8331	2623.8452	6174.0746	2904.0583	2135.0855	549.912	2863.2245	2906.9916	1298.9078	4482.514	828.2336	1039.252	136.0234	1463.2513	3498.5623	4675.3048	5038.1048	5695.9561	5659.6604	6326.9975	6632.9012	5270.6272
P42-PWY	4395.7958	5985.3934	4356.9002	6721.5916	6143.0245	7757.5345	6893.8742	7496.7912	7205.2164	5210.0412	4167.3073	5176.1006	6226.402	8540.8479	5906.5903	5309.5892	5086.3546	5472.4722	6112.2019	5083.3449	6712.4826	9871.814	7470.7567	7968.7416	4914.5503	2790.9445	3951.4364	2674.8271	4282.5788	1110.6465	9054.4367	3319.6022	9071.0855	2660.0267	969.1345	2469.6469	1111.7047	996.1228	186.9971	897.0512	2803.4356	4123.5112	11349.6365	1653.6677	9884.0462	4455.2649	6752.978	4942.4545
P441-PWY	2012.199	3460.327	5330.9486	4852.5289	5060.2821	3003.2656	6821.5965	1959.1382	6993.7502	4443.4473	1906.3529	2390.5846	3304.1342	2867.0087	4870.7405	2554.1066	5174.2198	2756.3863	5619.4195	2995.2573	6297.4291	1852.7598	1744.0311	2035.6986	5054.6617	4801.7842	991.5462	5064.0139	1649.5915	3190.8065	2468.7713	4562.705	1110.8268	4880.5555	4114.9901	2413.7201	3552.8691	3817.8822	849.0019	4167.1288	4644.0714	3616.1626	4864.1205	2045.2315	199.481	6474.114	8200.0231	5711.4513
P461-PWY	405.0693	1159.2981	547.3328	808.6644	1031.6754	524.4863	605.1195	612.6886	641.3988	499.9417	634.5228	556.442	982.6894	492.9493	1072.2552	691.2051	2149.5899	674.5945	1384.4523	196.7217	2130.6849	220.5326	583.8254	160.5343	3251.5314	2296.2196	765.9507	3194.3257	1034.9735	1522.3346	1038.552	2921.8529	1386.8413	2548.7615	1805.7956	785.4206	1299.9965	1954.7043	224.6656	4109.7019	2090.0373	1460.572	1916.0053	465.9702	59.7431	2524.4241	834.3674	2696.3505
P562-PWY	271.1929	141.7867	1103.1845	85.2439	2734.3626	33.8478	2197.8782	58.0849	2273.4106	573.881	175.8254	108.1332	38.9942	72.255	85.6475	21.1337	32.8266	71.6596	1936.7493	210.8297	1119.1385	52.7747	45.0934	50.879	2015.8243	35.8693	2135.83	14.8825	2335.0	5.3333	5667.0	2.1818	6041.0	272.3035	66.2463	2.8125	40.2734	11.6906	0.1437	50.6683	2.0	7.0078	7764.6662	24.0116	17.7875	148.9712	3635.1129	218.4545
P621-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	328.6047
PANTO-PWY	4628.644	4629.4724	3710.5061	4679.5428	5918.5126	4918.2035	5813.7467	4522.0372	6205.5352	4019.5184	3145.1812	4479.2567	4296.8418	5194.6517	3954.1953	3940.5865	2773.0067	3906.748	5280.8561	4232.7476	5237.2522	6288.3587	6190.9283	5509.254	3822.959	1710.575	3786.4945	1735.2918	4140.2329	650.2028	8339.7278	1776.457	8495.2379	1540.8307	479.5143	1528.3718	469.2316	672.7645	80.2193	1647.9045	869.7723	1577.0009	11488.5165	1221.391	8648.6673	5882.3507	6531.7088	3367.9605
PANTOSYN-PWY	5416.6433	5487.5409	4358.1225	5459.9599	6174.1243	5674.3782	6262.1113	5113.8526	6650.0957	4654.2017	4023.3987	5290.3336	4915.8877	5565.8429	4576.1647	4694.9982	3575.9828	4750.4145	5701.8305	4829.481	6017.0134	6842.235	6351.3571	5955.3521	4008.6196	2408.6133	4394.6076	2427.4706	4824.6576	910.9716	8236.0581	2479.231	8602.2223	2159.9425	701.0268	1996.5968	692.3738	1017.7744	119.7336	2394.5853	1244.191	2125.3986	10290.9331	1507.6749	8463.505	6367.5467	6873.3064	3926.8895
PENTOSE-P-PWY	2813.4665	5061.6317	7659.6977	5216.889	7624.9322	5617.7985	5328.4007	5144.6162	5623.7831	3825.8783	5609.2438	4465.5225	5658.4003	5085.0759	6715.3549	5299.9557	5803.895	4810.7709	7243.0485	3720.5311	5923.5508	5743.7699	5695.9583	4023.687	3745.7202	3170.4945	8287.799	4348.6975	7857.4855	4850.349	5864.674	2010.6271	6623.5793	4787.1258	2308.5883	6264.5355	1534.3229	1964.5201	1158.8434	5033.1109	5069.0914	5712.6549	3074.6239	8491.1147	8424.4616	4932.5845	4617.6598	5134.8673
PEPTIDOGLYCANSYN-PWY	8148.0685	8361.9034	9937.4826	8201.5252	10699.4792	7950.8423	9407.6724	7457.5516	9624.2539	7684.4534	8541.0453	8590.0834	8293.6739	7041.5368	8464.6066	7792.9803	8878.3626	8318.2965	9801.6571	7562.7187	9353.3362	8246.245	8533.7329	6904.6996	6503.5588	7713.6428	11117.518	8812.0537	11113.8972	7335.3084	11696.4582	6893.7229	12824.6157	9626.3057	7930.0707	8133.3433	8092.7297	8821.9298	7131.427	8358.4696	9406.5297	8652.0176	13077.3128	9103.4256	9887.767	8577.8872	10697.1987	9211.6187
PHOSLIPSYN-PWY	8829.912	8588.6032	10277.6334	8385.7351	10611.3795	8109.2851	9161.947	7388.4669	9434.1699	8272.5419	8884.302	9222.4827	8723.1576	7004.1707	8836.0386	8044.8344	9264.2667	8734.3305	9776.1594	8120.286	9296.478	8088.3488	9438.0661	6933.1783	5953.1706	7622.186	10965.02	9105.3211	11048.3692	7696.4063	11450.2117	6593.3997	12454.6349	10008.3611	8297.1166	8094.2024	8283.4081	10044.8884	7372.9408	8719.1914	9756.7313	8855.3351	13644.6418	7772.3585	11479.2457	10143.4563	10538.3818	9727.9642
POLYAMINSYN3-PWY	115.473	866.9762	1066.8904	790.6192	1042.7296	604.0695	2089.8182	668.2659	2257.1964	674.0934	562.6884	512.8768	603.312	639.3974	523.6069	603.1769	227.7868	552.5553	1720.9769	588.7362	1903.3636	152.3256	711.1416	87.7934	801.1281	347.1666	232.1674	258.3131	224.8822	257.5879	787.4052	231.9773	8.9819	409.714	167.8262	109.5748	9.2783	129.5891	0.0	48.922	164.7031	116.5082	101.829	176.7091	148.4899	398.9352	326.5253	875.7384
POLYAMSYN-PWY	695.0527	930.4373	1786.9618	1218.4429	3408.9643	636.956	2865.0565	816.4604	2901.2151	661.2049	587.8905	534.1661	871.6992	652.9214	1139.1502	725.2234	236.7886	801.9355	2665.1662	834.8816	2486.1131	794.2178	1663.3727	490.3018	2549.2673	332.7895	2963.585	241.6825	3274.3982	78.6674	5867.9106	101.4232	6748.2374	449.7568	291.9325	78.2068	253.9814	394.4979	39.6043	663.4033	80.1145	109.1643	5314.5385	184.1201	1767.6841	807.5978	3443.7544	907.6829
POLYISOPRENSYN-PWY	3953.0048	5108.9034	6760.4647	5283.4285	7471.3643	5804.3092	6349.6795	5402.199	6460.3339	4245.8203	5856.9777	4788.0931	4667.1673	5652.286	4351.9883	4693.0244	6480.631	4636.2382	6948.4279	4581.8262	6425.9219	6562.1094	5334.8791	5606.8684	4557.4747	6431.431	8079.7957	7480.2408	8413.8944	5582.012	8800.6552	5831.6771	9760.7651	8264.2169	7029.0295	5625.9894	7177.4723	8087.8022	6266.5639	7414.0334	7878.3128	6507.036	9869.7524	3952.707	5479.1668	6088.8179	7490.1855	7440.426
PPGPPMET-PWY	0.0	0.5	0.0	6.4978	0.0	2.7496	0.25	0.9999	0.0	2.2497	2.9996	0.5	3.4995	0.0	1.7499	0.0	0.0	6.4978	0.0	2.1747	3.2495	36.6001	0.0	6.672	24.9574	201.7355	0.25	580.6545	0.0	13.7403	0.0	6.2476	8.4974	9.995	98.1496	12.9922	77.1978	353.678	7.8216	610.0968	0.0	5.2488	1.7499	58.3764	0.0	5605.1815	0.25	2397.3546
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	0.0	0.0	1.7866	5.9986	0.0	2.6664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5462	0.0	0.0	0.0	0.0	6.102	7.118	0.0	7.7809	15.9782	143.872	0.0	675.2072	0.0	7.6172	0.0	5.8293	4.7995	6.3992	2.9997	7.7257	13.0764	90.9406	0.0	100.8271	0.0	0.0	0.0	83.1099	0.0	8607.7668	0.0	2086.5985
PRPP-PWY	1627.7125	5073.8027	2015.626	3819.219	2726.9113	3321.4535	3338.2294	4414.3654	3146.861	2711.4543	4073.8766	3002.2246	4322.233	3366.6479	3591.6152	3751.3371	3748.8245	3790.579	3150.9764	2937.31	5079.7357	2405.0451	4254.2727	3251.6575	274.5466	2421.4109	589.3845	2812.0477	0.0	349.7639	134.0554	321.1634	90.9699	392.9221	769.2656	241.1207	1800.8137	1693.374	471.2027	3558.1772	117.0236	279.9743	373.4794	1376.1451	50.7425	7746.4631	874.5877	7074.254
